id,name,artists,release_date,popularity,duration_ms,genres,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
0CraBBTipNqDatEHNcvb3j,Small Talk,Isla-Maria,2024-10-25,33,156375,,0.655,0.532,8,-7.632,1,0.0427,0.443,0,0.255,0.641,119.957
7qvsl2pYzrsYgPeFBN5jxp,Juicy,"Doja Cat, Tyga",2019-08-15,42,202333,"dance pop, pop",0.786,0.658,0,-2.61,1,0.0661,0.0856,0,0.0689,0.458,170.037
1BxfuPKGuaTgP7aM0Bbdwr,Cruel Summer,Taylor Swift,2019-08-23,89,178426,pop,0.552,0.702,9,-5.707,1,0.157,0.117,2.06e-05,0.105,0.564,169.994
4mDLApzbhjNSutiW2EOakg,How I Look On You,Ariana Grande,2019-11-01,51,174426,pop,0.407,0.52,4,-7.33,0,0.201,0.2,0.000199,0.0878,0.411,169.758
3DmW6y7wTEYHJZlLo1r6XJ,Shower,Becky G,2014-04-23,75,206166,"latin pop, latin viral pop, rap latina, reggaeton, trap latino, urbano latino",0.699,0.529,2,-7.548,1,0.0487,0.0317,3.59e-05,0.285,0.121,119.987
6htSbGyNOKHMFGdymwdbwS,Final Ending,Deborah Fitz,2024-10-18,22,211250,,0.649,0.399,10,-7.741,1,0.0387,0.174,3.2e-06,0.104,0.367,90.036
3OHfY25tqY28d16oZczHc8,Kill Bill,SZA,2022-12-09,77,153946,"pop, r&b, rap",0.644,0.728,8,-5.75,1,0.0351,0.0543,0.169,0.161,0.43,88.993
0O6u0VJ46W86TxN9wgyqDj,I Like You (A Happier Song) (with Doja Cat),"Post Malone, Doja Cat",2022-06-03,75,192840,"dfw rap, melodic rap, pop, rap",0.733,0.67,5,-6.009,1,0.0751,0.121,0,0.121,0.472,100.964
2rPE9A1vEgShuZxxzR2tZH,"thank u, next",Ariana Grande,2018-11-03,18,207333,pop,0.724,0.647,1,-5.642,1,0.0658,0.28,0,0.102,0.435,106.96
2sITbbWIOeg2Lwp4WN2jqr,Fly Girl (feat. Missy Elliott),"FLO, Missy Elliott",2023-03-23,60,205384,,0.682,0.837,8,-3.683,0,0.0839,0.389,0,0.171,0.703,103.885
1bjeWoagtHmUKputLVyDxQ,Saturn,SZA,2024-02-22,85,186191,"pop, r&b, rap",0.411,0.619,1,-6.834,1,0.0368,0.62,0,0.11,0.337,177.937
61KpQadow081I2AsbeLcsb,deja vu,Olivia Rodrigo,2021-04-01,10,215507,pop,0.439,0.61,9,-7.236,1,0.116,0.593,1.07e-05,0.341,0.172,181.088
72yP0DUlWPyH8P7IoxskwN,Hold Me Closer,"Elton John, Britney Spears",2022-08-26,69,202245,"glam rock, mellow gold, piano rock, rock",0.667,0.75,0,-4.602,1,0.0906,0.0746,0.000198,0.197,0.486,126.041
4Dvkj6JhhA12EX05fT7y2e,As It Was,Harry Styles,2022-05-20,87,167303,pop,0.52,0.731,6,-5.338,0,0.0557,0.342,0.00101,0.311,0.662,173.93
49FYlytm3dAAraYgpoJZux,Umbrella,"Rihanna, JAY-Z",2008-06-02,81,275986,"barbadian pop, pop, urban contemporary",0.585,0.828,1,-4.603,1,0.124,0.00906,0,0.0426,0.584,174.034
1GhbQDYGEOjyFwfT8lojcx,California Gurls,"Katy Perry, Snoop Dogg",2010-01-01,69,234653,pop,0.789,0.753,0,-3.71,1,0.0537,0.0038,0,0.18,0.403,125.007
6dgUya35uo964z7GZXM07g,Nonsense,Sabrina Carpenter,2022-07-15,86,163648,pop,0.74,0.697,8,-4.912,1,0.034,0.0268,0,0.224,0.732,138.992
1Rweq7vNjK4kZBbGrmxQsl,bye,Ariana Grande,2024-03-08,74,164927,pop,0.606,0.645,2,-4.835,0,0.0333,0.204,0,0.14,0.453,110.016
60ynsPSSKe6O3sfwRnIBRf,Streets,Doja Cat,2019-11-07,81,226986,"dance pop, pop",0.749,0.463,11,-8.433,1,0.0842,0.21,0.0382,0.338,0.189,90.035
3RauEVgRgj1IuWdJ9fDs70,The Man,Taylor Swift,2019-08-23,79,190360,pop,0.777,0.658,0,-5.191,1,0.054,0.0767,0,0.0901,0.633,110.048
0KKkJNfGyhkQ5aFogxQAPU,That's What I Like,Bruno Mars,2016-11-17,88,206693,"dance pop, pop",0.853,0.56,1,-4.961,1,0.0406,0.013,0,0.0944,0.86,134.066
027puauDjNWo1YQsvtqu1t,"Bills, Bills, Bills",Destiny's Child,1999-06-15,34,254533,"dance pop, girl group, pop, r&b, urban contemporary",0.845,0.572,11,-5.1,0,0.17,0.114,0,0.0838,0.458,127.68
4T4NLIMypdmyUwK54jECk4,Too Little Too Late,JoJo,2006-10-17,58,221720,"dance pop, pop, post-teen pop",0.421,0.799,6,-5.183,0,0.0562,0.00871,1.63e-05,0.0794,0.731,82.408
0HGcQDbRen8luCnwH53sNl,Break Your Heart Right Back,"Ariana Grande, Childish Gambino",2014-08-22,53,253386,pop,0.725,0.605,6,-5.673,1,0.0623,0.0114,0,0.0639,0.587,93.935
6dgWWAs5yhWPOtvE1zuoQ1,Big Girls Don't Cry (Personal),Fergie,2006-09-13,69,268120,"dance pop, pop",0.707,0.642,7,-4.271,1,0.0337,0.204,0,0.0925,0.249,113.083
0S56ARhyAIZ5OzFX54H2pH,Rules,Doja Cat,2019-10-24,39,188173,"dance pop, pop",0.604,0.712,7,-5.53,1,0.198,0.141,0,0.141,0.685,71.976
5WHTFyqSii0lmT9R21abT8,Don't Call Me Up,Mabel,2019-01-18,71,178480,"pop, uk pop",0.674,0.881,9,-2.853,1,0.147,0.296,3.01e-06,0.0793,0.234,98.994
5GnhlCa3G85uNJHNlcjiGb,Candy,Doja Cat,2018-03-23,55,190926,"dance pop, pop",0.688,0.519,8,-5.888,1,0.0395,0.537,0,0.14,0.238,124.903
0WbMK4wrZ1wFSty9F7FCgu,"Good Luck, Babe!",Chappell Roan,2024-04-05,93,218423,indie pop,0.7,0.582,11,-5.96,0,0.0356,0.0502,0,0.0881,0.785,116.712
7gQ5c5HY6zMsIck6QLY9dJ,Hurricane,Bridgit Mendler,2012-01-01,67,243986,"pop, post-teen pop",0.757,0.825,7,-4.062,0,0.0701,0.0398,2.63e-06,0.0798,0.446,95.01
37BZB0z9T8Xu7U3e65qxFy,Save Your Tears (with Ariana Grande) (Remix),"The Weeknd, Ariana Grande",2021-04-23,75,191013,"canadian contemporary r&b, canadian pop, pop",0.65,0.825,0,-4.645,1,0.0325,0.0215,2.44e-05,0.0936,0.593,118.091
2ekn2ttSfGqwhhate0LSR0,New Rules,Dua Lipa,2017-06-02,78,209320,"dance pop, pop, uk pop",0.762,0.7,9,-6.021,0,0.0694,0.00261,1.56e-05,0.153,0.608,116.073
6auT1phEvlcoe53uhdm0hc,95,19MIL,2024-10-31,32,160366,,0.488,0.451,11,-8.644,0,0.0276,0.637,0.000131,0.0741,0.31,90.014
3iHzKA9HlXf5wsGdsrsnSA,Forget Me,Lewis Capaldi,2023-05-19,72,203666,"pop, uk pop",0.451,0.754,1,-3.749,0,0.0864,0.327,0,0.332,0.674,203.894
3UGIZ8qcrMTwzLbx6Kttqt,Boyfriend,Justin Bieber,2012-01-01,74,171333,"canadian pop, pop",0.717,0.55,10,-6.019,0,0.0521,0.0358,0.00196,0.126,0.332,96.976
7KxhSJOYiqCDclXDBNlFSZ,Kill Em With Kindness,Selena Gomez,2015-10-09,60,217906,"pop, post-teen pop",0.757,0.884,10,-5.488,0,0.0404,0.00789,5.87e-05,0.0973,0.399,120.013
2tHwzyyOLoWSFqYNjeVMzj,Please Please Please,Sabrina Carpenter,2024-08-23,87,186365,pop,0.675,0.586,9,-6.086,1,0.0531,0.257,0,0.104,0.621,107.015
0pNuUJVBsAuFIvBGCeiai3,grassy green,Julia Paz,2024-07-26,29,166153,,0.823,0.702,5,-7.736,0,0.0405,0.492,0.0183,0.271,0.518,130.009
0UYocLxO6XfKeuR3cZmADZ,Sleep Fine,Comfort Club,2024-05-17,33,170621,,0.552,0.933,8,-3.104,1,0.0527,0.475,0.0108,0.113,0.915,150.065
59CfNbkERJ3NoTXDvoURjj,Boyfriend,Dove Cameron,2022-02-11,71,153000,pop,0.345,0.612,7,-6.543,0,0.0608,0.232,0,0.194,0.232,179.773
76cy1WJvNGJTj78UqeA5zr,IDGAF,Dua Lipa,2017-06-02,76,217946,"dance pop, pop, uk pop",0.836,0.544,7,-5.975,1,0.0943,0.0403,0,0.0824,0.51,97.028
42VsgItocQwOQC3XWZ8JNA,FE!N (feat. Playboi Carti),"Travis Scott, Playboi Carti",2023-07-28,88,191700,"rap, slap house",0.569,0.882,3,-2.777,0,0.06,0.0316,0,0.142,0.201,148.038
4vgTAdLit4VNnxZ7YK06NW,Feeling Myself,"Nicki Minaj, Beyoncé",2014-12-12,58,237840,"hip pop, pop, queens hip hop, rap",0.607,0.703,2,-5.459,1,0.206,0.437,0.0092,0.358,0.494,101.64
2plbrEY59IikOBgBGLjaoe,Die With A Smile,"Lady Gaga, Bruno Mars",2024-08-16,100,251667,"art pop, dance pop, pop",0.521,0.592,6,-7.777,0,0.0304,0.308,0,0.122,0.535,157.969
2QjOHCTQ1Jl3zawyYOpxh6,Sweater Weather,The Neighbourhood,2013-04-22,90,240400,"modern alternative rock, modern rock, pop",0.612,0.807,10,-2.81,1,0.0336,0.0495,0.0177,0.101,0.398,124.053
5XeFesFbtLpXzIVDNQP22n,I Wanna Be Yours,Arctic Monkeys,2013-09-09,90,183956,"garage rock, modern rock, permanent wave, rock, sheffield indie",0.464,0.417,0,-9.345,0,0.0256,0.136,0.022,0.0974,0.479,67.528
2GxrNKugF82CnoRFbQfzPf,i like the way you kiss me,Artemas,2024-03-19,84,142514,,0.599,0.946,11,-4.263,1,0.0447,0.000938,0.0106,0.0826,0.747,151.647
7H6ev70Weq6DdpZyyTmUXk,Say My Name,Destiny's Child,1999-07-27,78,271333,"dance pop, girl group, pop, r&b, urban contemporary",0.713,0.678,5,-3.525,0,0.102,0.273,0,0.149,0.734,138.009
14kyXBpg91RVq8bNRDS1q2,true story,Ariana Grande,2024-03-08,67,163278,pop,0.698,0.53,9,-6.136,0,0.086,0.468,7.6e-06,0.313,0.423,137.954
3AJwUDP919kvQ9QcozQPxg,Yellow,Coldplay,2000-07-10,89,266773,"permanent wave, pop",0.429,0.661,11,-7.227,1,0.0281,0.00239,0.000121,0.234,0.285,173.372
5wbg8kepMFoMzHOEuxiI0q,Close To You,Gracie Abrams,2024-06-20,82,225973,alt z,0.586,0.72,6,-7.984,1,0.0775,0.0236,0.000124,0.0925,0.302,121.927
0ErK6K0kYr0Ow2RkPMhmMs,Shout Out to My Ex,Little Mix,2016-11-18,70,246240,"girl group, pop, talent show, uk pop",0.773,0.747,5,-4.061,1,0.0885,0.0242,8.99e-06,0.109,0.801,126.014
5VDiTazjbgLvCDeK0GUPVS,Psycho,JAZMYNE,2024-10-31,26,181582,,0.636,0.828,1,-5.109,1,0.106,0.00748,1.24e-06,0.0866,0.75,168.94
6usohdchdzW9oML7VC4Uhk,Lose Control,Teddy Swims,2023-06-23,81,210688,,0.561,0.604,9,-4.409,1,0.0337,0.199,1.9e-05,0.104,0.242,159.92
1UHS8Rf6h5Ar3CDWRd3wjF,Bed Chem,Sabrina Carpenter,2024-08-23,90,171869,pop,0.739,0.727,11,-5.968,0,0.0426,0.0678,0,0.104,0.676,94.99
4OafepJy2teCjYJbvFE60J,breathin,Ariana Grande,2018-08-17,68,198160,pop,0.568,0.656,8,-5.413,1,0.0433,0.0211,1.37e-05,0.213,0.364,100.049
2fZQIJew3nkNe99s2PKzul,Bad Liar,Selena Gomez,2017-05-18,63,214647,"pop, post-teen pop",0.965,0.414,1,-6.408,1,0.0712,0.189,0,0.0767,0.729,121.032
5OCJzvD7sykQEKHH7qAC3C,God is a woman,Ariana Grande,2018-08-17,74,197546,pop,0.602,0.658,1,-5.934,1,0.0558,0.0233,6e-05,0.237,0.268,145.031
5J4ZkQpzMUFojo1CtAZYpn,Love Me Harder,"Ariana Grande, The Weeknd",2014-08-22,78,236133,pop,0.486,0.712,1,-4.388,0,0.0328,0.00936,0,0.0764,0.244,99.128
3QaPy1KgI7nu9FJEQUgn6h,WILDFLOWER,Billie Eilish,2024-05-17,93,261466,"art pop, pop",0.467,0.247,6,-12.002,0,0.0431,0.612,0.000271,0.17,0.126,148.101
1TEL6MlSSVLSdhOSddidlJ,needy,Ariana Grande,2019-02-08,69,171573,pop,0.647,0.309,7,-7.948,0,0.0367,0.778,7.31e-06,0.202,0.195,87.046
1QV6tiMFM6fSOKOGLMHYYg,Poker Face,Lady Gaga,2008-01-01,81,237200,"art pop, dance pop, pop",0.851,0.806,4,-4.618,1,0.0787,0.119,1.72e-06,0.121,0.774,119.001
1doD4uNxE91OFOd4MJCi6s,Yum Yum,JAZMYNE,2024-09-12,27,158673,,0.673,0.629,1,-5.973,1,0.113,0.16,0,0.0704,0.598,98.095
6Pm2HX8ltK0Usz7b7c8DZw,Dead,Madison Beer,2017-05-19,36,194826,pop,0.597,0.7,2,-4.969,0,0.192,0.4,0,0.183,0.553,103.209
4T652DlATVHe0jdLKaN3Bw,in my head,Ariana Grande,2019-02-08,66,222946,pop,0.662,0.6,0,-6.403,1,0.0704,0.173,0.000137,0.109,0.331,134.972
0ug5NqcwcFR2xrfTkc7k8e,Style,Taylor Swift,2014-01-01,76,231000,pop,0.588,0.791,7,-5.595,1,0.0402,0.00245,0.00258,0.118,0.487,94.933
3yOlyBJuViE2YSGn3nVE1K,My Oh My (feat. DaBaby),"Camila Cabello, DaBaby",2019-12-06,72,170746,"dance pop, pop",0.724,0.491,8,-6.024,1,0.0296,0.018,1.29e-05,0.0887,0.383,105.046
1mea3bSkSGXuIRvnydlB5b,Viva La Vida,Coldplay,2008-05-26,85,242373,"permanent wave, pop",0.486,0.617,5,-7.115,0,0.0287,0.0954,3.23e-06,0.109,0.417,138.015
1KGi9sZVMeszgZOWivFpxs,No Scrubs,TLC,1999-02-23,82,214400,"atl hip hop, contemporary r&b, dance pop, girl group, hip pop, r&b, urban contemporary",0.743,0.675,8,-4.267,0,0.0953,0.0251,0.000717,0.0685,0.59,92.909
7HMmFQsKsljwTw8bS7lu19,Rare,Selena Gomez,2020-01-10,57,220589,"pop, post-teen pop",0.838,0.541,5,-6.746,1,0.0708,0.207,7.97e-05,0.103,0.637,114.996
3W3KtDwAIg3mAruSpnfG3Q,Fancy,"Iggy Azalea, Charli xcx",2014-01-01,68,199938,"australian hip hop, dance pop, pop",0.912,0.716,10,-4.141,0,0.0698,0.0904,0,0.0491,0.377,94.981
0W6I02J9xcqK8MtSeosEXb,Get Into It (Yuh),Doja Cat,2021-06-25,74,138293,"dance pop, pop",0.912,0.655,8,-6.029,0,0.162,0.315,3.39e-05,0.0894,0.793,91.942
7iJOKAtAOdBhn3TRFC3EYe,Self Medicated,"Miller Campbell, Battleme",2024-09-13,30,275084,,0.604,0.774,1,-6.572,1,0.0361,0.0965,0.00577,0.3,0.651,151.944
3lKZf71jeNi14udIFPJ29V,I Knew You Were Trouble.,Taylor Swift,2012-10-22,57,219720,pop,0.622,0.469,3,-6.798,0,0.0363,0.00454,2.25e-06,0.0335,0.679,77.019
6wf7Yu7cxBSPrRlWeSeK0Q,"What Was I Made For? [From The Motion Picture ""Barbie""]",Billie Eilish,2023-07-13,85,222369,"art pop, pop",0.391,0.084,0,-17.843,1,0.0317,0.953,0,0.0983,0.111,79.449
5N3hjp1WNayUPZrA8kJmJP,Please Please Please,Sabrina Carpenter,2024-06-06,87,186365,pop,0.669,0.586,9,-6.073,1,0.054,0.274,0,0.104,0.579,107.071
6naxalmIoLFWR0siv8dnQQ,Oops!...I Did It Again,Britney Spears,2000-05-16,79,211160,"dance pop, pop",0.751,0.834,1,-5.444,0,0.0437,0.3,1.77e-05,0.355,0.894,95.053
2009X8GyWTqyxIdzAEYW6N,The One That Got Away,Katy Perry,2010-01-01,73,227333,pop,0.689,0.795,1,-4.021,0,0.0356,0.000812,1.07e-06,0.156,0.876,133.968
5hnGrTBaEsdukpDF6aZg8a,How Do I Say Goodbye,Dean Lewis,2022-08-31,72,163603,"australian pop, pop",0.4,0.641,8,-6.303,1,0.0674,0.214,0,0.0656,0.393,81.552
7igeByaBM0MgGsgXtNxDJ7,positions,Ariana Grande,2020-10-23,1,172324,pop,0.736,0.802,0,-4.759,1,0.0864,0.468,0,0.094,0.675,144.005
5xvUgoVED1F4mBu8FL0HaW,Ready or Not,Bridgit Mendler,2012-01-01,68,200946,"pop, post-teen pop",0.715,0.872,2,-3.835,1,0.0509,0.00351,3.84e-05,0.107,0.748,93.043
20I6sIOMTCkB6w7ryavxtO,Call Me Maybe,Carly Rae Jepsen,2012-01-01,80,193400,"canadian pop, dance pop, pop",0.782,0.58,7,-6.548,1,0.0407,0.0114,2.28e-06,0.108,0.66,120.021
2vtmY2mSccRzKGjtcHSzI3,Diet Mountain Dew,Lana Del Rey,2012-01-01,77,222920,"art pop, pop",0.595,0.696,10,-5.921,0,0.0417,0.276,0,0.411,0.533,88.013
7M4kKZNFtLmAwZHoeqWznK,No Contact,Bruklin,2024-09-06,41,171272,,0.741,0.789,8,-2.484,1,0.0448,0.00831,1.09e-06,0.0675,0.818,110.105
6T689Jvh5KrSXyaPtUWZtQ,Criminal,Britney Spears,2011-03-28,70,225080,"dance pop, pop",0.696,0.734,7,-5.294,1,0.0298,0.0485,0,0.183,0.711,107.987
2fQxE0jVrjNMT9oJAXtSJR,Domino,Jessie J,2011-01-01,75,231840,"dance pop, pop",0.758,0.557,7,-4.568,1,0.034,0.0117,0,0.0418,0.781,126.986
0laYHRpNTS6i8FXdupHkJ4,Love You Like A Love Song,Selena Gomez & The Scene,2011-01-01,79,188453,pop,0.858,0.678,1,-3.87,0,0.0469,0.0761,0,0.0741,0.922,117.009
6MzofobZt2dm0Kf1hTThFz,Diet Pepsi,Addison Rae,2024-08-09,88,169697,social media pop,0.669,0.561,10,-6.538,1,0.0411,0.495,0.00962,0.0954,0.841,150.069
4pgdezlqnDvcMQlM2ARjbn,Confetti (feat. Saweetie),"Little Mix, Saweetie",2021-11-12,35,185374,"girl group, pop, talent show, uk pop",0.733,0.643,9,-6.45,0,0.053,0.178,0,0.0609,0.485,107.088
1gG5MoWK5SmHUcQPa2jxdP,Touch,Little Mix,2016-11-18,64,213306,"girl group, pop, talent show, uk pop",0.606,0.718,4,-4.094,1,0.0978,0.032,0,0.402,0.551,101.821
1vYXt7VSjH9JIM5oRRo7vA,Dance The Night - From Barbie The Album,Dua Lipa,2023-05-25,80,176579,"dance pop, pop, uk pop",0.671,0.845,11,-4.93,0,0.048,0.0207,0,0.329,0.775,110.056
3Cl3uNEcYu5SDhLLXN5yhi,Get On Your Knees,"Nicki Minaj, Ariana Grande",2014-12-12,50,216493,"hip pop, pop, queens hip hop, rap",0.654,0.445,0,-7.182,0,0.0412,0.31,0,0.116,0.175,144.014
3CUsmnZS0VjYwZw7wvePKZ,Feel It Comin',Holly Riva,2024-08-16,36,217120,,0.694,0.902,11,-4.371,0,0.0925,0.0342,0.00144,0.0961,0.477,100.008
2MtXsWBfucG3bcg1dwZxI8,Electricity,Eloise Viola,2023-05-26,0,228710,,0.687,0.865,7,-4.153,1,0.0962,0.125,0.000281,0.11,0.363,122.962
0T5iIrXA4p5GsubkhuBIKV,Until I Found You,Stephen Sanchez,2021-09-01,76,177720,gen z singer-songwriter,0.539,0.508,10,-6.05,1,0.0288,0.727,0,0.174,0.227,101.358
748mdHapucXQri7IAO8yFK,Kiss Me More (feat. SZA),"Doja Cat, SZA",2021-04-09,71,208866,"dance pop, pop",0.762,0.701,8,-3.541,1,0.0286,0.235,0.000158,0.123,0.742,110.968
39LLxExYz6ewLAcYrzQQyP,Levitating,Dua Lipa,2020-03-27,74,203807,"dance pop, pop, uk pop",0.695,0.884,6,-2.278,0,0.0753,0.0561,0,0.213,0.914,103.014
32FhTAAjKZaBein150o3Px,because i liked a boy,Sabrina Carpenter,2022-07-15,80,196458,pop,0.386,0.592,11,-7.299,1,0.374,0.363,0,0.117,0.161,146.879
4bia7OWZPoswlzXCqESYrR,Smile,Avril Lavigne,2011-03-08,61,209520,"canadian pop, candy pop, dance pop, pop",0.634,0.848,1,-3.843,0,0.047,0.00237,0,0.0681,0.647,105.055
2qSkIjg1o9h3YT9RAgYN75,Espresso,Sabrina Carpenter,2024-04-12,90,175459,pop,0.701,0.76,0,-5.478,1,0.0285,0.107,6.54e-05,0.185,0.69,103.969
0AH6WMe3OlAlUb5miXt2FQ,Only Girl (In The World),Rihanna,2010-11-16,70,235493,"barbadian pop, pop, urban contemporary",0.789,0.716,11,-4.241,0,0.0432,0.129,1.07e-05,0.069,0.611,125.906
1u8c2t2Cy7UBoG4ArRcF5g,Blank Space,Taylor Swift,2014-01-01,80,231826,pop,0.76,0.703,5,-5.412,1,0.054,0.103,0,0.0913,0.57,95.997
7DSAEUvxU8FajXtRloy8M0,Flowers,Miley Cyrus,2023-08-18,87,200600,pop,0.706,0.691,0,-4.775,1,0.0633,0.0584,6.99e-05,0.0232,0.632,118.048
6zegtH6XXd2PDPLvy1Y0n2,Don’t Call Me Angel (Charlie’s Angels) (with Miley Cyrus & Lana Del Rey),"Ariana Grande, Miley Cyrus, Lana Del Rey",2019-11-01,67,190066,pop,0.644,0.755,1,-5.325,1,0.0449,0.00243,8.55e-06,0.0859,0.351,102.854
3DOxMCaNBNvnjSzpHUSjE3,Leave (Get Out),JoJo,2004-06-22,54,242840,"dance pop, pop, post-teen pop",0.697,0.565,5,-6.899,1,0.201,0.161,4.73e-05,0.082,0.457,87.043
3taCbWWTilb7eNMsAzOBq4,Radio,Lana Del Rey,2012-01-01,72,214573,"art pop, pop",0.423,0.857,2,-5.173,1,0.0687,0.188,2.63e-05,0.105,0.196,75.024
6PERP62TejQjgHu81OHxgM,good 4 u,Olivia Rodrigo,2021-05-14,16,178147,pop,0.556,0.661,6,-5.052,0,0.204,0.3,0,0.101,0.668,168.56
46kspZSY3aKmwQe7O77fCC,we can't be friends (wait for your love),Ariana Grande,2024-03-08,81,228639,pop,0.645,0.646,5,-8.334,1,0.0427,0.0615,3.04e-05,0.074,0.295,115.842
0HPD5WQqrq7wPWR7P7Dw1i,TiK ToK,Kesha,2010-01-01,83,199693,"dance pop, pop",0.755,0.837,2,-2.718,0,0.142,0.0991,0,0.289,0.714,120.028
017PF4Q3l4DBUiWoXk4OWT,Break My Heart,Dua Lipa,2020-03-27,75,221820,"dance pop, pop, uk pop",0.73,0.729,4,-3.434,0,0.0884,0.167,1.39e-06,0.349,0.467,113.011
2ACOWPLUe4A4KuQ5ioD2od,That's My Girl,Fifth Harmony,2016-05-27,70,204013,"girl group, pop, talent show",0.596,0.851,5,-4.245,0,0.121,0.0358,3.19e-05,0.365,0.612,202.049
0lnIJmgcUpEpe4AZACjayW,Sorry,Beyoncé,2016-04-23,62,232560,"pop, r&b",0.775,0.598,2,-7.274,1,0.0535,0.00175,4.44e-06,0.253,0.356,129.988
21B4gaTWnTkuSh77iWEXdS,Juno,Sabrina Carpenter,2024-08-23,88,223192,pop,0.633,0.725,5,-4.257,1,0.0427,0.0461,0,0.205,0.64,130.504
3uwnnTQcHM1rDqSfA4gQNz,Cool for the Summer,Demi Lovato,2015-01-01,74,214739,"pop, post-teen pop",0.583,0.61,5,-5.639,0,0.0382,0.00425,0.000105,0.14,0.336,114.06
3ZCBSFcZSRM9Z48ew28Zrf,Souvenir,Selena Gomez,2020-04-09,60,161605,"pop, post-teen pop",0.842,0.479,0,-5.837,0,0.0377,0.207,1.16e-05,0.122,0.453,112.97
6AQbmUe0Qwf5PZnt4HmTXv,Boy's a liar Pt. 2,"PinkPantheress, Ice Spice",2023-02-03,72,131013,bedroom pop,0.696,0.809,5,-8.254,1,0.05,0.252,0.000128,0.248,0.857,132.962
1qrpoAMXodY6895hGKoUpA,You Belong With Me (Taylor’s Version),Taylor Swift,2021-04-09,80,231124,pop,0.632,0.773,6,-4.856,1,0.0346,0.0623,0,0.0885,0.474,130.033
6Z3KPGftGu9ZVvkAY8SaZa,Home with You,Madison Beer,2018-02-02,56,190576,pop,0.631,0.6,7,-6.137,0,0.0873,0.0646,0,0.0952,0.732,170.128
74SlX6fuYrhR5jfkQ2ThHE,Roses,Nia,2024-10-10,25,171101,,0.251,0.65,1,-6.216,0,0.0462,0.0147,3.7e-06,0.0911,0.0765,81.292
2zlKnq854Ll4zk3w0WEhmp,Love Me / Guess Who,Rella Gz,2024-10-11,27,168551,,0.549,0.735,0,-3.511,1,0.428,0.147,0,0.116,0.204,174.674
2m6Ko3CY1qXNNja8AlugNc,Angel Baby,Troye Sivan,2021-09-09,71,220779,"australian pop, pop, viral pop",0.559,0.559,11,-6.425,1,0.0358,0.0145,0,0.138,0.338,72.498
2VOZniNxFIDl8ydLltrMNb,Escapism.,"RAYE, 070 Shake",2022-12-07,72,272373,"uk contemporary r&b, uk pop",0.538,0.742,2,-5.355,1,0.114,0.138,4.67e-05,0.0934,0.25,96.107
4w1lzcaoZ1IC2K5TwjalRP,A Thousand Miles,Vanessa Carlton,2002-04-30,75,237493,"lilith, neo mellow, piano rock, pop rock, post-teen pop",0.56,0.825,11,-3.862,1,0.0379,0.323,0,0.161,0.268,94.931
3cySlItpiPiIAzU3NyHCJf,Problem,"Ariana Grande, Iggy Azalea",2014-01-01,0,193986,pop,0.66,0.798,1,-5.326,0,0.162,0.0226,2.2e-05,0.103,0.627,103.022
6XXYdF6pJR1K3wKvuxmu7n,Feel Me,Selena Gomez,2020-02-21,46,226002,"pop, post-teen pop",0.71,0.808,2,-6.703,0,0.0433,0.44,0.000773,0.0734,0.387,99.989
2OzhQlSqBEmt7hmkYxfT6m,Fortnight (feat. Post Malone),"Taylor Swift, Post Malone",2024-04-18,84,228965,pop,0.504,0.386,11,-10.976,1,0.0308,0.502,1.53e-05,0.0961,0.281,192.004
7xoUc6faLbCqZO6fQEYprd,One Last Time,Ariana Grande,2014-08-22,82,197266,pop,0.628,0.593,8,-5.036,1,0.0323,0.093,1.65e-06,0.096,0.104,125.025
1R6NnN8MQQm4KIB9KcjGhJ,Boys,GUIDA,2024-10-29,23,177000,,0.715,0.728,0,-7.013,0,0.118,0.0371,0.00469,0.0604,0.827,94.93
0sHc1EEeOnmgjP6QmsR7px,Should've Said It,Camila Cabello,2019-12-06,49,200626,"dance pop, pop",0.666,0.549,5,-5.781,0,0.0269,0.0281,0.000181,0.136,0.596,98.014
59xD5osEFsaNt5PXfIKUnX,Illusion,Dua Lipa,2024-04-11,62,188143,"dance pop, pop, uk pop",0.677,0.763,8,-4.701,0,0.0471,0.0235,2.04e-06,0.0894,0.719,126.962
0ARKW62l9uWIDYMZTUmJHF,Shut Down,BLACKPINK,2022-09-16,64,175889,"k-pop, k-pop girl group, pop",0.814,0.704,0,-5.146,1,0.036,0.00291,0,0.182,0.621,110.056
1TEjSXPdAakDotj2Wji3PU,Hot N Cold,Katy Perry,2008-06-17,72,220226,pop,0.706,0.842,7,-3.956,1,0.0417,7.73e-05,0,0.0688,0.861,132.032
3E7dfMvvCLUddWissuqMwr,Party In The U.S.A.,Miley Cyrus,2009-01-01,79,202066,pop,0.652,0.698,10,-4.667,0,0.042,0.00112,0.000115,0.0886,0.47,96.021
3nqQXoyQOWXiESFLlDF1hG,Unholy (feat. Kim Petras),"Sam Smith, Kim Petras",2022-09-22,77,156943,"pop, uk pop",0.719,0.454,2,-7.384,1,0.0707,0.0138,4.83e-06,0.318,0.224,131.007
2hHLbkatPwOOmrNxTiD41L,I Really Like You,Carly Rae Jepsen,2015,67,204763,"canadian pop, dance pop, pop",0.62,0.805,5,-5.538,1,0.0417,0.00564,9.15e-05,0.285,0.586,122.062
