id,name,artists,release_date,popularity,duration_ms,genres,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
18lR4BzEs7e3qzc0KVkTpU,What I've Done,Linkin Park,2007-05-14,81,205226,"alternative metal, nu metal, post-grunge, rap metal, rock",0.627,0.935,5,-4.882,1,0.0324,0.0092,0,0.147,0.287,120.092
3qiyyUfYe7CRYLucrPmulD,Baba O'Riley,The Who,1971-08-14,72,300400,"album rock, british invasion, classic rock, hard rock, rock",0.489,0.724,5,-8.367,1,0.0352,0.313,0.185,0.287,0.15,117.292
0Nl9491E3l4mDUBlHhuWpD,Through the Never (Remastered),Metallica,1991-08-12,49,244533,"hard rock, metal, old school thrash, rock, thrash metal",0.384,0.95,4,-5.943,0,0.0546,0.0109,0.351,0.139,0.482,94.266
52DKGPMQ21DauCR19pQ0BK,That Smell,Lynyrd Skynyrd,1977-10-17,60,348240,"album rock, classic rock, hard rock, rock, southern rock",0.455,0.573,9,-11.301,0,0.0355,0.0134,0.0301,0.428,0.646,117.251
0M7oqERflkrJVHD3IAZqxo,Cities On Flame with Rock and Roll,Blue Öyster Cult,1972,51,242640,"album rock, classic rock, glam metal, hard rock, progressive rock, rock",0.337,0.886,4,-8.607,1,0.098,0.0716,0.00156,0.204,0.648,177.713
3mCfSExH1q3d2lLnddgiWV,Have a Drink on Me,AC/DC,2010-04-29,39,238906,"australian rock, hard rock, rock",0.415,0.886,2,-5.195,1,0.0609,0.00248,0.00167,0.514,0.395,122.391
4u3oXuVeOGoByIMz9pnOKf,Closer To The Heart,Rush,1977-09-01,57,171960,"album rock, canadian metal, classic canadian rock, classic rock, hard rock, progressive rock, rock",0.373,0.809,2,-9.189,1,0.0744,0.115,1.94e-06,0.653,0.539,145.045
5qaCOcPZW36ymI61qMgbYx,You Ain't The First,Guns N' Roses,1991-09-17,45,156133,"glam metal, hard rock, rock",0.675,0.338,8,-15.47,1,0.0365,0.611,0,0.352,0.336,111.748
35fqvg4rE0pzPeUj42nqQT,Cherry Bomb,The Runaways,2010-01-01,0,138706,"early us punk, protopunk, riot grrrl",0.501,0.813,11,-8.192,1,0.0638,0.0455,4.75e-05,0.131,0.495,136.59
1Ic9pKxGSJGM0LKeqf6lGe,All Apologies,Nirvana,1993-09-21,71,233173,"grunge, permanent wave, rock",0.446,0.632,1,-12.197,1,0.034,0.0793,0.000266,0.0881,0.359,113.176
5DrNFzZZZVfXaEZCaceKnp,Seek & Destroy (Remastered),Metallica,1983-07-25,63,414720,"hard rock, metal, old school thrash, rock, thrash metal",0.439,0.963,9,-5.508,1,0.277,0.0364,0.00896,0.0784,0.435,140.805
2d4e45fmUnguxh6yqC7gNT,Dirty Deeds Done Dirt Cheap,AC/DC,1976-09-20,71,231933,"australian rock, hard rock, rock",0.668,0.906,11,-4.881,0,0.17,0.214,0.00245,0.135,0.507,135.653
029NI2uU26Zx9JiOPa86r8,Sweat of the Bud,Static-X,1999,37,210266,"alternative metal, industrial metal, industrial rock, nu metal, post-grunge, rap metal",0.58,0.892,0,-6.67,1,0.126,0.000182,0.373,0.357,0.455,160.096
1FTSo4v6BOZH9QxKc3MbVM,Song 2 - 2012 Remaster,Blur,1997-02-10,78,121160,"alternative rock, britpop, madchester, permanent wave, rock",0.674,0.789,8,-6.903,1,0.0676,0.00178,0.00708,0.0753,0.918,129.802
6imjJij6aCM0IbbODUzJQn,Kickstart My Heart,Mötley Crüe,1989-09-01,10,284026,"album rock, alternative metal, glam metal, hard rock, metal, rock, sleaze rock",0.465,0.977,7,-3.839,0,0.175,0.00111,0.00298,0.201,0.233,89.535
1TEZWG1FdjzDdercCguTwj,Nookie,Limp Bizkit,1999,71,289560,"alternative metal, funk metal, nu metal, post-grunge, rap metal, rock",0.573,0.93,11,-5.998,1,0.0814,0.0022,0.0716,0.718,0.283,97.574
0j7hyKTaetFpKsCgOyGPAI,Stand Up and Shout,Dio,1983,44,198173,"album rock, alternative metal, glam metal, hard rock, metal, rock, speed metal",0.485,0.936,4,-11.738,0,0.0669,0.00313,0.633,0.166,0.337,109.374
48MQDFkvHlGnRQyUx6ZXVe,I Just Want to Make Love to You,Foghat,1972,43,261173,"album rock, blues rock, british blues, classic rock, country rock, glam metal, hard rock, mellow gold, rock, soft rock",0.374,0.598,2,-12.022,1,0.208,0.0912,0,0.2,0.607,125.789
5yx3jekDsFzX987CIHX2Yn,Spoilin' for a Fight,AC/DC,2008-10-20,44,197080,"australian rock, hard rock, rock",0.578,0.823,9,-3.163,1,0.0325,5.59e-05,0.00254,0.0721,0.387,123.429
6FOpPA0a80RuBqqgDozvja,So Far Away,Staind,2003-05-13,66,243573,"alternative metal, nu metal, post-grunge",0.407,0.896,6,-2.935,1,0.063,0.012,0,0.196,0.156,138.697
6mib3N4E8PZHAGQ3xy7bho,Moonage Daydream - 2012 Remaster,David Bowie,1972-06-06,65,279693,"art rock, classic rock, glam rock, permanent wave, rock",0.56,0.605,11,-11.209,0,0.0348,0.0408,0.000162,0.0585,0.756,144.478
0eKyHwckh9vQb8ncZ2DXCs,With Arms Wide Open,Creed,1999-01-01,71,274800,"alternative metal, nu metal, post-grunge, rock",0.41,0.539,0,-8.412,1,0.0302,0.00425,0.00089,0.117,0.141,138.852
6DpTdOD2OjxRnYhZOxIVRU,Answer To The Master,Def Leppard,1980-03-14,18,193200,"album rock, classic rock, glam metal, hard rock, nwobhm, rock",0.453,0.776,4,-6.999,1,0.0777,0.0146,0.199,0.725,0.692,106.197
48BSp63VnT4GwK8BxiwdTD,Trapped Under Ice (Remastered),Metallica,1984-07-27,43,244066,"hard rock, metal, old school thrash, rock, thrash metal",0.242,0.989,9,-5.298,1,0.204,8.16e-05,0.0531,0.0528,0.054,162.98
6LUGAFpbYVek4rRY0G9dV0,The Last in Line,Dio,1984,47,344933,"album rock, alternative metal, glam metal, hard rock, metal, rock, speed metal",0.286,0.895,9,-6.041,0,0.104,0.00209,0.141,0.0562,0.58,172.764
0gmbgwZ8iqyMPmXefof8Yf,How You Remind Me,Nickelback,2001-09-11,83,223840,"alternative metal, canadian rock, post-grunge",0.446,0.764,10,-5.042,1,0.033,0.00135,0,0.099,0.543,172.094
1wv8bYmoqY3TAKKQY3Qn7t,Foolin',Def Leppard,1983-01-20,57,274117,"album rock, classic rock, glam metal, hard rock, nwobhm, rock",0.607,0.787,9,-6.704,0,0.0277,0.000335,0.00773,0.111,0.479,113.795
2vlFd6wPsR3xvWPCOE0dQt,Fear of the Dark (2015 Remaster),Iron Maiden,1992-05-11,54,438120,"alternative metal, hard rock, metal, nwobhm, rock",0.308,0.866,2,-5.671,0,0.0593,0.000738,0.00146,0.232,0.228,109.823
5dRQUolXAVX3BbCiIxmSsf,Your Love,The Outfield,1985,73,221840,power pop,0.555,0.757,1,-7.868,0,0.0601,0.103,1.16e-06,0.0631,0.582,129.607
33P0xVFGIPfCB2ZBCTGTY9,Weathered,Creed,2001-01-01,58,330240,"alternative metal, nu metal, post-grunge, rock",0.417,0.935,7,-4.658,1,0.0547,0.000968,4.18e-06,0.228,0.318,143.893
7G83ZwD2msTtFaBQExc8QB,Institutionalized,Suicidal Tendencies,1983,56,229960,"alternative metal, california hardcore, crossover thrash, funk metal, hard rock, hardcore punk, metal, nu metal, old school thrash, punk, thrash metal",0.358,0.804,0,-8.534,1,0.302,0.0404,0,0.111,0.625,91.842
2GCFcbxm61rSA8gzsDk6NJ,Hammer To Fall,Queen,1984-02-27,0,266600,"classic rock, glam rock, rock",0.411,0.675,9,-9.033,1,0.057,0.164,0.000401,0.103,0.566,128.497
2SUg1AhsYsHUz4xzNlMnBQ,Fool for the City,Foghat,1975,43,272133,"album rock, blues rock, british blues, classic rock, country rock, glam metal, hard rock, mellow gold, rock, soft rock",0.474,0.892,0,-9.065,1,0.0504,0.0252,0.00658,0.149,0.716,139.886
140u2dqlZbpi4ZLgeolKqA,King Nothing,Metallica,1996-06-04,56,328133,"hard rock, metal, old school thrash, rock, thrash metal",0.528,0.909,8,-5.712,1,0.0381,7.77e-05,0.00959,0.0891,0.349,112.083
7nemcVsXVFZF01iqpIIo2Y,It's a Long Way to the Top (If You Wanna Rock 'N' Roll),AC/DC,1976-05-14,70,301226,"australian rock, hard rock, rock",0.456,0.863,3,-3.551,1,0.0894,0.133,0.0538,0.0553,0.532,135.962
40rvBMQizxkIqnjPdEWY1v,Down with the Sickness,Disturbed,2000-03-07,74,279213,"alternative metal, nu metal, rap metal, rock",0.695,0.876,3,-4.262,0,0.0553,0.000996,6.89e-06,0.106,0.941,89.954
3Ky8IzV8IVSwijtaTWB2SK,Seasons In The Abyss,Slayer,1990-01-01,56,397826,"alternative metal, death metal, groove metal, hard rock, metal, old school thrash, rock, speed metal, thrash metal",0.263,0.97,5,-4.182,0,0.163,0.00338,0.000795,0.0922,0.17,151.729
51YZAJhOwIC5Gg3jMbAmhZ,For Whom The Bell Tolls (Remastered),Metallica,1984-07-27,69,309973,"hard rock, metal, old school thrash, rock, thrash metal",0.512,0.86,0,-6.145,1,0.0703,0.00631,0.00528,0.0652,0.258,117.909
7uWFUpGuEfmxYeymkV95jn,Time in a Bottle,Jim Croce,1972-04-01,75,148586,"classic rock, country rock, folk, folk rock, mellow gold, singer-songwriter, soft rock",0.533,0.157,2,-16.838,1,0.0374,0.888,0,0.108,0.587,134.019
3bE5slaVEfaDreqARl6k4M,Yellow Ledbetter,Pearl Jam,1991,68,303586,"alternative metal, alternative rock, classic rock, grunge, hard rock, permanent wave, rock",0.504,0.354,4,-11.3,1,0.0339,0.29,4.71e-06,0.157,0.292,140.87
7KkzVlps826NezcpXPvEuV,Johnny B. Goode,Chuck Berry,1999-12-20,0,162093,"blues, blues rock, classic rock, rock, rock-and-roll, rockabilly, soul",0.502,0.931,5,-4.686,1,0.174,0.697,3.92e-06,0.281,0.903,166.407
77cNhikwSwGJdls6slQy7k,Down on the Street,The Stooges,1970,38,222146,"alternative rock, detroit rock, permanent wave, protopunk, punk",0.587,0.754,2,-8.813,1,0.0274,0.000254,0.454,0.279,0.961,131.52
2C1m7Lw5cUpFWUkN6Tovik,The Road I'm On,3 Doors Down,2002-11-12,53,239586,"alternative metal, nu metal, post-grunge, rock",0.467,0.713,4,-6.349,0,0.0282,0.000271,1.45e-05,0.149,0.34,87.966
2z1uVu3OwTmPlfqt5TWk5k,We Care a Lot,Faith No More,1987-04-23,54,243600,"alternative metal, alternative rock, funk metal, funk rock, hard rock, nu metal, post-grunge, rap metal, rock",0.799,0.887,2,-5.775,1,0.0411,0.08,9.58e-05,0.0975,0.9,108.919
0HVQuuXGAcQ2P5mBN521ae,War Pigs,Black Sabbath,2017-02-03,57,474400,"album rock, alternative metal, birmingham metal, classic rock, hard rock, metal, rock, stoner rock, uk doom metal",0.464,0.612,9,-12.019,1,0.0591,0.116,0.00559,0.171,0.496,91.499
4YPgTCGJWAlHQ5g6eWoM8r,The Four Horsemen (Remastered),Metallica,1983-07-25,55,432546,"hard rock, metal, old school thrash, rock, thrash metal",0.222,0.938,0,-6.91,1,0.375,0.00171,0.0845,0.108,0.329,203.098
4igIYHF3B5VBxEafHauVo3,Fat Bottomed Girls - Remastered 2011,Queen,1978-11-10,63,255600,"classic rock, glam rock, rock",0.337,0.684,2,-7.674,1,0.0495,0.0319,6.57e-06,0.342,0.404,88.772
6WrOZ59ScdQXE24zcYNyyA,Zoe Jane,Staind,2003-05-13,51,276840,"alternative metal, nu metal, post-grunge",0.505,0.687,3,-5.174,0,0.0288,0.0146,0.0218,0.189,0.0473,118.045
34x6hEJgGAOQvmlMql5Ige,"Danger Zone - From ""Top Gun"" Original Soundtrack",Kenny Loggins,1997-03-25,71,215133,"album rock, classic rock, mellow gold, new wave pop, singer-songwriter, soft rock, yacht rock",0.544,0.897,3,-6.056,0,0.0471,0.241,0,0.13,0.647,157.17
6i4Qi1mJxXjqNIL9HfJhRs,Civil War,Guns N' Roses,1991-09-18,66,462093,"glam metal, hard rock, rock",0.33,0.787,10,-8.806,0,0.0732,0.0803,0.0632,0.32,0.382,139.918
1ju7EsSGvRybSNEsRvc7qY,Simple Man,Lynyrd Skynyrd,1973-01-01,73,356626,"album rock, classic rock, hard rock, rock, southern rock",0.422,0.752,6,-8.682,1,0.0449,0.0366,0.000119,0.129,0.404,120.47
6M5m8gfTj3rhYEPDzLmdL4,Ten Years Gone - Remaster,Led Zeppelin,1975-02-24,54,394920,"album rock, classic rock, hard rock, rock",0.545,0.416,2,-11.979,1,0.0433,0.559,0.00496,0.0369,0.295,76.872
62QInSlXQI11BR9ycVWjd6,I Can't Quit You Baby - 1990 Remaster,Led Zeppelin,1969-01-12,53,282426,"album rock, classic rock, hard rock, rock",0.506,0.434,2,-13.758,1,0.129,0.525,0.0011,0.234,0.498,80.523
4YDIm7KU50tf4lXVC4EBzc,Feelin' Blue,Creedence Clearwater Revival,1969-11-02,44,306800,"album rock, classic rock, country rock, mellow gold, rock, southern rock, swamp rock",0.781,0.489,7,-9.196,1,0.0337,0.435,0.0131,0.21,0.864,101.957
17lu4tymfnhmcIDlzBbtAb,For Those About to Rock (We Salute You),AC/DC,1981-11-23,63,344240,"australian rock, hard rock, rock",0.37,0.919,4,-5.721,1,0.102,0.000376,0.419,0.49,0.471,134.021
61dTqhd46yMkSWmC5LAh5F,Angel Of Death,Slayer,1986-01-01,7,291440,"alternative metal, death metal, groove metal, hard rock, metal, old school thrash, rock, speed metal, thrash metal",0.332,0.994,1,-4.336,1,0.137,0.000119,0.322,0.142,0.0829,106.086
7CBFRsUz1pz1cS12soVhih,Nightrain,Guns N' Roses,1987-07-21,63,268213,"glam metal, hard rock, rock",0.393,0.995,1,-4.946,1,0.103,0.13,0.00461,0.263,0.198,148.196
5Xak5fmy089t0FYmh3VJiY,Black,Pearl Jam,1991-08-27,73,342653,"alternative metal, alternative rock, classic rock, grunge, hard rock, permanent wave, rock",0.36,0.684,4,-6.457,0,0.0308,0.323,0,0.34,0.2,77.15
7nnWIPM5hwE3DaUBkvOIpy,Drive,Incubus,1999-10-26,78,232453,"alternative metal, alternative rock, funk metal, funk rock, modern rock, nu metal, post-grunge, rock",0.645,0.792,4,-7.34,0,0.036,0.0562,0.0121,0.119,0.666,90.565
0C80GCp0mMuBzLf3EAXqxv,Shoot to Thrill,AC/DC,1980-07-25,71,317426,"australian rock, hard rock, rock",0.457,0.904,2,-5.303,1,0.0747,0.000239,0.0879,0.396,0.48,141.038
2AxCeJ6PSsBYiTckM0HLY7,Voodoo Child (Slight Return),Jimi Hendrix,1968-10-25,64,313373,"acid rock, album rock, alternative rock, classic rock, hard rock, proto-metal, psychedelic rock, rock",0.214,0.91,8,-6.662,1,0.389,0.477,0.00833,0.0517,0.448,175.549
753KutoAy00apPsplMRetG,Let There Be Rock,AC/DC,1977-03-21,61,366346,"australian rock, hard rock, rock",0.332,0.725,11,-5.809,0,0.116,0.000209,0.607,0.0767,0.422,182.364
4pXvTZTJW5idks8XNc43jj,Eye of the Beholder (Remastered),Metallica,1988-09-07,43,385986,"hard rock, metal, old school thrash, rock, thrash metal",0.639,0.838,11,-8.179,0,0.0453,0.00327,0.00714,0.0834,0.588,122.179
6DmfWj5kOa1fX8AwN9byOn,L.A. Woman,The Doors,1971-04-19,60,471160,"acid rock, album rock, classic rock, hard rock, psychedelic rock, rock",0.354,0.731,2,-9.178,1,0.0382,0.0812,0.00124,0.115,0.697,170.633
5UaDi8KzCGJqFfVAOBfXhi,Sad But True (Remastered),Metallica,1991-08-12,64,324600,"hard rock, metal, old school thrash, rock, thrash metal",0.624,0.876,7,-6.005,1,0.0342,0.000926,0.00164,0.0561,0.453,89.24
4wYq5wugZDzQiMZQYG4wVB,Whole Lotta Rosie,AC/DC,1977-03-21,63,333800,"australian rock, hard rock, rock",0.292,0.838,9,-4.459,1,0.078,0.0014,0.479,0.0953,0.423,159.176
2CtemffYhT0DJWcT1XW047,Nothing Else Matters (Remastered),Metallica,1991-08-12,68,388733,"hard rock, metal, old school thrash, rock, thrash metal",0.547,0.394,4,-9.793,0,0.0262,0.0522,6.4e-06,0.0795,0.17,142.37
4feXJ5IC3avXsVW9WNFSag,Rock N Roll Train,AC/DC,2008-10-20,67,261506,"australian rock, hard rock, rock",0.547,0.931,2,-2.356,1,0.0615,0.000998,0.0118,0.278,0.697,118.4
2MLHyLy5z5l5YRp7momlgw,Island In The Sun,Weezer,2001-05-15,77,200306,"alternative rock, modern power pop, modern rock, permanent wave, rock",0.654,0.81,4,-6.26,0,0.0288,0.00719,0.00251,0.165,0.661,114.622
5IyL3XOaRPpTgxVjRIAxXU,Ziggy Stardust - 2012 Remaster,David Bowie,1972-06-06,61,193880,"art rock, classic rock, glam rock, permanent wave, rock",0.515,0.554,7,-11.616,1,0.0784,0.0478,0,0.219,0.509,80.146
1qOU8KzFifXE9YrgjVwYvc,Here I Go Again - 2018 Remaster,Whitesnake,1987-04-07,60,275395,"album rock, british blues, classic rock, glam metal, hard rock, metal, rock",0.292,0.823,7,-6.763,1,0.0407,0.0117,7.79e-05,0.155,0.244,89.939
2aTfmRBiYginQLFD4e5cie,Rock Believer,Scorpions,2022-02-25,47,237128,"album rock, german hard rock, german metal, german rock, hard rock, rock",0.445,0.88,8,-2.909,1,0.043,0.119,0,0.272,0.375,93.299
3Y23ZSLRdk0d8YWAu4SnFb,Goodbye and Good Riddance to Bad Luck,AC/DC,1990-09-24,37,193560,"australian rock, hard rock, rock",0.417,0.741,2,-4.483,1,0.0699,0.0392,1.44e-06,0.102,0.572,202.798
0wjptUxT1jhKZ3Xm4lX8OF,Solitude - 2014 Remaster,Black Sabbath,1971-07-21,49,301647,"album rock, alternative metal, birmingham metal, classic rock, hard rock, metal, rock, stoner rock, uk doom metal",0.343,0.0213,7,-28.714,0,0.0386,0.829,0.684,0.121,0.54,111.372
07GvNcU1WdyZJq3XxP0kZa,Go Your Own Way - 2004 Remaster,Fleetwood Mac,1977-02-04,77,223613,"album rock, classic rock, rock, soft rock, yacht rock",0.583,0.947,5,-5.12,1,0.0378,0.0185,0.00109,0.0679,0.803,135.448
4kRbhOGROzMf97e32QGygh,In My Darkest Hour,Megadeth,2005-01-01,30,386200,"alternative metal, hard rock, melodic thrash, metal, old school thrash, rock, speed metal, thrash metal",0.314,0.974,6,-5.247,0,0.114,5.48e-05,0.42,0.14,0.231,111.386
0jPLDCNOPHKjdwMIRRS9NR,Ambush,Sepultura,1996-02-20,35,278373,"alternative metal, brazilian groove metal, brazilian metal, brazilian thrash metal, death metal, deathrash, groove metal, hard rock, latin metal, metal, metal mineiro, nu metal, old school thrash, speed metal, thrash metal",0.293,0.958,2,-6.952,1,0.148,0.00252,0.0866,0.292,0.056,180.716
1QQgmN383kUqjioRoTSfF3,Motorbreath (Remastered),Metallica,1983-07-25,49,187840,"hard rock, metal, old school thrash, rock, thrash metal",0.289,0.938,1,-6.083,1,0.163,0.000116,0.0615,0.106,0.349,173.882
2ctvdKmETyOzPb2GiJJT53,Breathe (In the Air),Pink Floyd,1973-03-01,73,169534,"album rock, art rock, classic rock, progressive rock, psychedelic rock, rock, symphonic rock",0.431,0.373,11,-15.142,0,0.0346,0.389,0.728,0.143,0.253,128.153
1KkKFxAOb4kDpWH8IeLa7A,Fly To The Angels,Slaughter,1995-01-01,50,272240,"canadian metal, glam metal, hard rock",0.501,0.576,0,-12.26,1,0.0358,0.073,0.000277,0.101,0.369,119.968
1Ru1scJuR193OlnCnVvYjM,Rock 'N' Roll Damnation,AC/DC,2010-04-29,39,216933,"australian rock, hard rock, rock",0.525,0.996,9,-2.761,1,0.106,0.0411,0.174,0.075,0.34,133.604
0ep7UTGw3F9VkN9FV52En3,...And Justice for All (Remastered),Metallica,1988-09-07,52,585506,"hard rock, metal, old school thrash, rock, thrash metal",0.382,0.793,4,-7.342,0,0.183,7.11e-05,0.147,0.0541,0.424,173.583
69QHm3pustz01CJRwdo20z,Hells Bells,AC/DC,1980-07-25,73,312293,"australian rock, hard rock, rock",0.389,0.873,4,-4.768,0,0.0475,0.00532,0.0055,0.273,0.303,106.767
52CxHT33NwRsGv46CCpiq5,Back for More,Ratt,1984-02-14,2,227066,"album rock, glam metal, hard rock",0.625,0.793,8,-8.176,0,0.0432,0.000308,5.13e-06,0.0979,0.463,120.921
2wXy7MhpWa1t4n86QzaCVL,Blue Jean Blues (2005 Remaster),ZZ Top,1975-04-18,55,279840,"album rock, blues rock, classic rock, hard rock, rock",0.643,0.336,11,-10.014,0,0.041,0.534,0.018,0.114,0.286,130.927
6cFZ4PLC19taNlpl9pbGMf,Somebody To Love - Remastered 2011,Queen,1976-12-10,64,296493,"classic rock, glam rock, rock",0.497,0.693,8,-7.024,1,0.0565,0.19,0,0.215,0.358,111.539
3Rtv6zRNKpeSygXoaF9kCm,Beyond the Realms of Death,Judas Priest,1978-10-27,50,409800,"album rock, alternative metal, birmingham metal, glam metal, hard rock, metal, rock",0.287,0.716,11,-5.653,0,0.0311,0.0381,3.24e-05,0.164,0.544,172.123
5UwbnHhjnbinJH8TefuQfN,Long Cool Woman (In a Black Dress) - 1999 Remaster,The Hollies,1971-10-08,18,199200,"album rock, british invasion, classic rock, folk rock, mellow gold, merseybeat, soft rock",0.757,0.868,9,-9.326,1,0.062,0.411,0.00221,0.355,0.815,138.923
0Yfpc5zHc9pElVCQ1bPlF4,This Love,Pantera,1992-02-21,65,393706,"alternative metal, groove metal, hard rock, metal, nu metal, old school thrash, rock, texas metal",0.402,0.73,6,-9.327,1,0.0455,0.000312,0.323,0.103,0.296,104.527
6Zj3YsYfj8YTY9aGMDnpn8,Hot Dog,Limp Bizkit,2000-10-17,68,230240,"alternative metal, funk metal, nu metal, post-grunge, rap metal, rock",0.608,0.938,1,-3.615,1,0.0743,0.00154,1.49e-05,0.369,0.603,100.861
2SgbR6ttzoNlCRGQOKjrop,Cowboys from Hell,Pantera,1990-07-20,71,243533,"alternative metal, groove metal, hard rock, metal, nu metal, old school thrash, rock, texas metal",0.415,0.908,2,-9.701,1,0.0765,0.00437,0.0345,0.082,0.437,114.816
2PFIZFcGry0po3ZfRZkzKc,Hysteria,Def Leppard,1987-08-03,69,354636,"album rock, classic rock, glam metal, hard rock, nwobhm, rock",0.659,0.846,7,-5.508,1,0.0274,0.0318,0.0144,0.203,0.659,107.01
6q4yVOTF91QRCukCQ1IzTV,Black Sabbath,Black Sabbath,2017-02-03,28,377280,"album rock, alternative metal, birmingham metal, classic rock, hard rock, metal, rock, stoner rock, uk doom metal",0.344,0.449,2,-13.887,1,0.0421,0.0493,0.0278,0.322,0.123,132.809
1zc6iQJDeu6pd2tPzWHPr9,Wrote A Song For Everyone - Remastered 1985,Creedence Clearwater Revival,1969-08-03,25,296801,"album rock, classic rock, country rock, mellow gold, rock, southern rock, swamp rock",0.652,0.351,7,-10.855,1,0.0284,0.535,0.009,0.223,0.211,113.446
6v0Mndv3NPmsho8WBQKODm,Rock Brigade,Def Leppard,1980-03-14,25,188819,"album rock, classic rock, glam metal, hard rock, nwobhm, rock",0.309,0.945,0,-6.496,1,0.145,0.00731,9.67e-05,0.247,0.639,149.661
1brpdmqkx3kSxyqzqXfW7J,Heaven's On Fire,KISS,1984-09-13,64,201400,"glam rock, hard rock, rock",0.679,0.866,0,-6.053,1,0.0635,0.00376,3.1e-05,0.312,0.785,124.324
5W8YXBz9MTIDyrpYaCg2Ky,Last Resort,Papa Roach,2001-04-25,80,199906,"alternative metal, nu metal, rap metal, rap rock, rock",0.589,0.89,4,-3.719,0,0.06,0.000481,0.00082,0.201,0.687,90.586
3CmHvyZQQAGkKkTjTBFWN6,Have a Cigar,Pink Floyd,1975-09-12,63,307733,"album rock, art rock, classic rock, progressive rock, psychedelic rock, rock, symphonic rock",0.454,0.65,4,-10.191,0,0.0437,0.407,0.0488,0.589,0.72,120.155
1ze0Xza9Pu72ZxgqTubNZK,Falling Down,Staind,2003-05-13,35,235493,"alternative metal, nu metal, post-grunge",0.311,0.856,8,-2.135,1,0.0573,3.92e-05,0.00222,0.2,0.467,133.447
7lSDCrF11sdTVfjbAQVZE8,I Fought the Law,The Clash,2013-08-26,55,163240,"alternative rock, permanent wave, punk, rock",0.526,0.9,2,-6.815,1,0.0545,0.00539,4.12e-05,0.14,0.883,151.279
61mWefnWQOLf90gepjOCb3,Duality,Slipknot,2004,80,252613,"alternative metal, nu metal, rap metal, rock",0.354,0.982,4,-3.026,0,0.168,0.000237,0.000294,0.204,0.194,143.772
6mAfxuTuRz1FWfriiFf57y,Don't Cry,Guns N' Roses,1991-09-18,52,284266,"glam metal, hard rock, rock",0.432,0.614,8,-8.241,0,0.0318,0.000383,0.0416,0.101,0.246,124.487
5EWPGh7jbTNO2wakv8LjUI,Free Bird,Lynyrd Skynyrd,1973-01-01,75,547106,"album rock, classic rock, hard rock, rock, southern rock",0.249,0.834,0,-8.21,1,0.0574,0.0742,9.69e-05,0.0924,0.337,118.222
5JJDu0Z5DKe7mR31MGksSg,Come Out and Play,The Offspring,1994-04-08,70,197800,"alternative metal, permanent wave, post-grunge, punk, rock, skate punk, socal pop punk",0.519,0.77,7,-8.788,1,0.0809,0.0675,3.48e-06,0.0762,0.921,158.29
1eajy6fnktZk1rLVYWXr2P,Shedding Skin,Pantera,1994,49,336800,"alternative metal, groove metal, hard rock, metal, nu metal, old school thrash, rock, texas metal",0.34,0.967,4,-7.505,1,0.105,0.000377,0.351,0.156,0.407,108.325
0LAcM6I7ijW4VVW0aytl1t,One (Remastered),Metallica,1988-09-07,68,446145,"hard rock, metal, old school thrash, rock, thrash metal",0.438,0.687,7,-9.15,1,0.0619,0.000668,0.0801,0.42,0.426,103.01
3IV4swNduIRunHREK80owz,Rollin' (Air Raid Vehicle),Limp Bizkit,2000-10-17,77,213760,"alternative metal, funk metal, nu metal, post-grunge, rap metal, rock",0.603,0.933,1,-3.358,1,0.171,0.00591,0,0.206,0.709,96.311
6txhb14PWs9yrkTgR2jnU4,72 Seasons,Metallica,2023-03-30,33,459120,"hard rock, metal, old school thrash, rock, thrash metal",0.193,0.983,9,-3.929,1,0.0591,4.01e-05,0.0375,0.0645,0.385,168.193
6c5wNEDSex3fWMsCr3CzJl,Down On The Corner,Creedence Clearwater Revival,1969-11-03,29,165199,"album rock, classic rock, country rock, mellow gold, rock, southern rock, swamp rock",0.86,0.697,0,-5.275,1,0.126,0.162,0.0538,0.0456,0.796,107.754
1O0GYt4Kak2eU6GXJuSYot,The God That Failed (Remastered),Metallica,1991-08-12,49,308506,"hard rock, metal, old school thrash, rock, thrash metal",0.551,0.813,8,-6.406,1,0.0363,0.000451,0.000123,0.174,0.431,83.046
0x8Q7d0dzJ3XAHE7vZLX3I,Can't Believe,Staind,2001-08-20,34,167933,"alternative metal, nu metal, post-grunge",0.343,0.828,7,-3.621,1,0.0649,1.89e-05,0.305,0.0948,0.385,66.311
6G6M4fl2I0eqEQnzyTwR8m,You Wish,Nightmares On Wax,2006-02-20,64,209316,"bleep techno, downtempo, electronica, trip hop",0.781,0.25,9,-9.702,0,0.0297,0.708,0.91,0.375,0.454,103.478
4t2dUobtoXRlqxz2pIxp71,You Give Me All I Need,Scorpions,1982-04-10,36,218314,"album rock, german hard rock, german metal, german rock, hard rock, rock",0.507,0.647,9,-11.035,0,0.0425,0.0168,0.000369,0.103,0.559,117.413
1YqJSpIxdavjQ8BxAttU0r,Lookin' Out My Back Door,Creedence Clearwater Revival,1970-07-24,70,152466,"album rock, classic rock, country rock, mellow gold, rock, southern rock, swamp rock",0.773,0.756,10,-5.149,1,0.0388,0.159,0.00236,0.0805,0.912,105.322
